symbol,rmse,pearson_corr,spearman_corr,avg_confidence,avg_vol,n_observations
AZTA,0.000655242409271061,0.32026098698827205,0.39450879963252616,3.649258350176596,0.0007607431821367704,2038.0
B,0.005157154031047508,0.0785751829635414,0.43254948459420056,148.80483529767918,0.00044241437004845463,262.0
BA,0.000300361850680982,0.5999229008847367,0.6588878367192318,16.45036199689384,0.0006943258851578103,6305.0
BABA,0.00017889207247094992,0.8055773952009717,0.7599286776374765,99.64810610436676,0.00047530352798659124,6315.0
BAC,0.00020592204002634087,0.6004650089872582,0.6266480865631351,92.61707934739334,0.0004423925399767821,6301.0
BAH,0.0006385096776825902,0.3887036933610709,0.6538727627904034,15.283365378517539,0.000594387352235773,3826.0
BALL,0.0002081461008347382,0.5697281244101879,0.5493463907293353,15.303725237431733,0.0005652428562467533,460.0
BANF,0.0003290665228909676,0.20269734274651768,0.16988998922538992,2.357635292544294,0.0004080250174194455,134.0
BAX,0.0004842051179302583,0.33229384466888323,0.5454715094489637,22.60220300308857,0.0005626315514951263,2533.0
BBIO,0.0005425111681048128,0.6459059434778817,0.5805911291280141,2.4379631443458614,0.001227796196875247,4691.0
BBWI,0.0005027191328066134,0.4767723869381844,0.5407891845984055,4.975142905669829,0.0009036795104098983,5057.0
BBY,0.0003147639968191091,0.505896608608273,0.5996800882009179,23.241185854966925,0.0005729178414537746,6116.0
BCS,0.00025237593573839616,0.5067371580833891,0.561535396779348,6.946022257833424,0.0005905037874493407,334.0
BDX,0.0003789331358262265,0.36809191111798495,0.54518266928067,47.16967850239012,0.0004228257790856849,5625.0
BE,0.0008304296692862958,0.5539724806409885,0.5928598708379933,1.29148167648253,0.001915937297075672,1738.0
BEAM,0.0006862469660534986,0.5128765757230146,0.5204255465151975,1.3013436445440323,0.0014717751601107693,563.0
BECN,0.0008608267421783692,0.25984220053680357,0.46637512655242547,4.815959212526676,0.0006209173945257114,4637.0
BEKE,0.000475263201028616,0.7746030746686992,0.7649507390495325,4.950529515757461,0.0010241912095622118,4458.0
BEN,0.00037182264200798974,0.2983103660741641,0.36741041764610033,7.485319649154817,0.000623314763294106,199.0
BERY,0.001079894618918372,0.11509976636446088,0.5086201912717683,12.816471390641494,0.0005766816941619276,692.0
BG,0.0002200490190821291,0.6136222216530449,0.5730690712660864,23.448869947333744,0.00046757052689201694,1444.0
BGC,0.0003947823666042454,0.4476458508182481,0.4451631482245303,3.84325154705759,0.0007859441301553548,429.0
BGNE,0.0004331017031011688,0.47824542464096426,0.44320052920292324,3.091884534848157,0.0006406559751760788,2917.0
BHP,0.00016855476066515802,0.543832545417966,0.6048445764969257,133.2321012497372,0.00034750400814911983,5627.0
BIDU,0.00020872174161407428,0.7699348987485987,0.7281361421434084,49.01268447354426,0.0005234149601850108,6164.0
BIIB,0.0003107251578185487,0.4780284864988834,0.5042791037075878,21.806357589998825,0.0004803907988510677,5864.0
BIL,2.8619443516907846e-05,-0.016768459007347282,-0.014118559026175597,128.22745159838087,2.515613813412322e-07,2082.0
BILI,0.00040708346973745535,0.8096871174769615,0.7599870902372081,5.791509438800202,0.0009355271003979559,6073.0
BILL,0.0010992149946290916,0.2693946559332657,0.5986703501160828,4.538542898691791,0.0008819559156252069,2963.0
BIRK,0.0006430407044908154,0.2874377649669331,0.3579524511153739,3.7530184645289766,0.0008447657769794472,532.0
BITB,0.00037844346826489193,0.562146022791108,0.5530548250857917,5.628054033977219,0.0009021825893545206,3319.0
BITF,0.001077979175175135,0.5014154200699605,0.48268839692349397,0.3260845207446543,0.002111642921153528,727.0
BITO,0.00032300967495680575,0.631801817238157,0.6134690374787746,5.342489254496775,0.0009375677181685248,5924.0
BITU,0.0007382703452493371,0.6482850711178723,0.6208478593189296,1.189352518650633,0.002060889353231372,1726.0
BITX,0.0006922717476877388,0.6263289493244104,0.6119236136570503,1.3975404725247786,0.001885899386769999,3639.0
BJ,0.0008930095217650333,0.2460484556628474,0.4948037192628028,17.613426419722565,0.0005682038847800254,2078.0
BK,0.0005086483147292093,0.3226006741113839,0.6451815006481532,101.2845687548005,0.00043731749204827506,6236.0
BKLN,0.0011843072041128528,0.1626874989672741,0.10784586228633145,71.29852984729825,0.0001136763311967378,386.0
BKNG,0.00020531531946597003,0.5858938716928926,0.5308335601084759,16.318380311342448,0.00042845181751527406,5368.0
BKR,0.00023012504165920101,0.581939569832181,0.594242099597563,29.748463711691556,0.0005735395962088769,6286.0
BL,0.0007536361619606433,0.13956646156836955,0.37368313491931593,6.185861261139986,0.0005581093714456985,1034.0
BLBD,0.0005419355350100555,0.44994990220435155,0.2878037003343907,1.976493105135466,0.0009816854410633156,95.0
BLD,0.002238146346354472,0.1760373924582538,0.4670780231747421,3.642928812899171,0.0008101358691708601,3463.0
BLDR,0.0003492026494122267,0.6351913517314682,0.575756771425366,5.7876192128056445,0.0006858607502925208,5645.0
BLK,0.0003002669501059861,0.47805858852724575,0.5700737702420106,33.97452437154068,0.0003943433637997693,5552.0
BMRN,0.0003375536248835002,0.5681431006789168,0.5420245185635113,16.988510215580998,0.0005767259037004937,5639.0
BMY,0.0002443745568686566,0.5508076982276262,0.6179921561775162,64.39406191733595,0.000507890948934069,6284.0
BN,0.0008092585363861318,0.19819879699019044,0.5705264602106425,23.240526936018064,0.0005772720231660227,857.0
BND,4.766246197993824e-05,0.5040479148689171,0.5103597962830758,249.17374956296115,9.204188874830662e-05,5163.0
BNDX,0.0002843368987694816,0.061745385012036025,0.38372169268977485,189.70223273374128,5.7121693431355526e-05,3161.0
BNTX,0.00048411609716272273,0.6829567413838109,0.6064131988109044,2.6712380998388547,0.0009395355578425981,4549.0
BOIL,0.0008896985829213094,0.5154665779961729,0.553975983573699,1.1845457783661855,0.0018994153173350688,2153.0
BOOT,0.0006566234473921968,0.3993807820872083,0.4473750371882147,3.0224372192252456,0.0009007986700787157,695.0
BOX,0.001014653350108009,0.2248269949598972,0.5629097011504041,10.937395703932818,0.0006516771658004543,425.0
BP,0.00015322438919106198,0.5706840764633512,0.5964382301526536,100.21576494573647,0.0003722606087806606,5959.0
BPMC,0.00045281675223114113,0.519975112361277,0.46160338053804556,2.8329562610064927,0.0008368608375847912,4689.0
BPOP,0.00031725793313163955,0.5735799120866819,0.5171343419588609,6.64544058551609,0.0005180484566058774,4374.0
BRK.B,0.00012727505954339264,0.6426384914765297,0.6330345255906384,152.21707788431877,0.00032794377310151155,6227.0
BRKR,0.00036833096843102644,0.5660733008491303,0.5095850467044568,5.436778058781216,0.0007159000309576006,5417.0
BRO,0.0006171209349654089,0.2722595595634927,0.6094170243714502,80.76645925562516,0.0004090921378539914,3377.0
BROS,0.00044630621268032733,0.4934786430213167,0.5085039935940092,3.899635510100532,0.0009298279656367183,970.0
BRZE,0.00045334749759055084,0.6581979287099934,0.5494991826857341,3.4769337286025697,0.0009267067993851232,3701.0
BSX,0.00040242134231305244,0.39195578070588,0.6045184516796334,102.06392431932794,0.00042600033765571025,6243.0
BSY,0.0003831560904556936,0.3304780071013402,0.4470936102935226,13.882178133149093,0.0004947818865743692,4117.0
BTBT,0.0009817641347216958,0.6537076701956946,0.6341616511969411,0.541763904402516,0.0026909055501203897,1772.0
BTC,0.0003897044970932471,0.36909590152015503,0.2534291014830415,3.259158148054491,0.0009185374110885912,114.0
BTCT,0.004056801968390711,0.3760841093881787,0.5274346145855121,0.011412609639431073,0.005788415854692264,531.0
BTDR,0.0013124189745246275,0.6710604537814836,0.6528741557144462,0.5293448788568065,0.0030062284483878404,2432.0
BTI,0.00013729259371158718,0.49745718918446397,0.5718549136942809,150.34860792940816,0.0002739123393311598,5356.0
BUD,0.00030704919617839595,0.2873406787643591,0.6187928772292224,143.4553041181628,0.00031100039405575235,3095.0
BURL,0.0008766036405006798,0.2469972531013268,0.5122967028015553,8.027000841943694,0.0005699270109784508,5256.0
BWIN,0.0008176241530312279,0.7807400792785428,0.6015339698840338,2.4299021760564217,0.0011419421575392294,664.0
BWXT,0.0007160859208753706,0.2595591021100835,0.5217995565533734,7.017884097543887,0.0005836503006051936,1094.0
BX,0.0003566153015800897,0.48258634440389736,0.6345988160790555,23.06909817572349,0.0005644847772740109,6108.0
BXP,0.0002787947641602617,0.3448340507290091,0.3971700708511233,8.813449350992839,0.0004891002379806183,60.0
BZ,0.0004148007996491947,0.7061221239752121,0.6371625895453148,4.690354240046803,0.0008524076911597529,4604.0
C,0.00021984660598656366,0.6452310489838773,0.6483805382759311,68.52113655473143,0.0005129610653551307,6303.0
CACI,0.00041666980227706693,0.40747827560073063,0.42907027402713077,5.177827143984219,0.0005643884808729296,908.0
CADL,0.0022092841751409674,0.5328833031390113,0.6393975566893745,0.1605895282941955,0.0041839332216086185,550.0
CAG,0.00024192775983910647,0.5129695696817155,0.5568676021304451,43.898697490564935,0.00046503142409970243,2849.0
CAH,0.0004990908896210895,0.3293823716501939,0.6262783533943107,58.594544442477115,0.00045624607008864376,5872.0
CAKE,0.00030681104920360277,0.5818867415427563,0.5284594040059407,5.916564184459374,0.0007204641724414485,4269.0
CALM,0.0003428995750113058,0.5770454556344743,0.5115768082944575,5.853081178231294,0.0005757076952884816,3723.0
CAMT,0.0005276134593029283,0.5116211533090975,0.4581955214264403,1.7847098834734543,0.0009756889326415871,2385.0
CAN,0.0013443336094129908,0.6302464623491668,0.6399348947434556,0.26861162515351233,0.0032392102872003067,631.0
CAPR,0.0015580518431661946,0.554097204035224,0.5735177852409186,0.32125976657737493,0.0032123920995562735,1217.0
CAR,0.0005710860747138475,0.528323941732732,0.4590565237007743,1.8464176368354768,0.0010624238456861843,4791.0
CARR,0.00039875218878350315,0.42353035436110115,0.6388996231583619,57.59773350054912,0.0005004100780226079,6226.0
CART,0.0003390515834476054,0.6270240963043788,0.5785673316907275,6.141064564387004,0.0008149227247909336,6042.0
CASY,0.0014083349706667005,0.09863666740539964,0.4456812790437085,10.676264097637766,0.00046806805698206103,4469.0
CAT,0.00023338617804200722,0.6106024987242948,0.6629390706334926,58.6938049268664,0.00046571315902431344,6105.0
CAVA,0.0004192134868778485,0.6318348296743412,0.6414340346961974,4.64609539641759,0.0008346475334274647,5739.0
CB,0.00039366508908556723,0.3294354853330963,0.5773251741152176,65.18141636234422,0.0003850756136306943,5801.0
CBOE,0.0003532222377431564,0.4647251944782461,0.48016545231694296,10.487996195343952,0.0004484645165438793,5107.0
CBRE,0.00027342895741350203,0.5548281224912341,0.5848048739410574,25.0674908210476,0.000492920886825706,5829.0
CBRL,0.0005678975388318423,0.5006365174251616,0.45342337186209913,1.806771904802467,0.001102156429752841,1484.0
CBSH,0.0019858670911789473,0.05161769400385881,0.4562086230807533,13.297599050991382,0.0004947358614046076,4242.0
CCCS,0.00025140612949938433,0.315085333267876,0.2564315239618916,8.556575011384899,0.0003618462238267366,580.0
CCEP,0.00031359305800629115,0.33239634213839114,0.6100772040881101,116.57570523023605,0.0003446793298978305,5756.0
CCI,0.0002711022409530058,0.5152652122256393,0.6051432284903198,52.86154845232233,0.0004793377162408266,6070.0
CCJ,0.00036176627846938873,0.6169672917319987,0.6191444030558511,6.051741508226201,0.000847668040612098,6079.0
CCK,0.00018703124405856705,0.5295702365010141,0.44784608717911634,27.374582678030986,0.000392616637238808,613.0
CCL,0.00028628065987115845,0.716313433240128,0.6628323526530501,8.711422678470077,0.0007569259174540638,6249.0
CCOI,0.0007344982297113702,0.13099780749983184,0.2843042837584317,3.6231537725761975,0.0006716655089785363,773.0
CDNA,0.0004926440058356607,0.5792508677913917,0.5216975884106424,1.520156806068761,0.0011752954883464983,56.0
CDNS,0.00023232854163648817,0.604243279112646,0.5662355049540446,17.662347497110613,0.0005788997467895867,6134.0
CDW,0.00020964729503083422,0.5667933893535468,0.5557663581200512,38.14520712047789,0.000437206274877267,5649.0
CE,0.0003792046006612265,0.47252736139352114,0.5723409266256778,8.127891803778708,0.0006215591771255913,4000.0
CEG,0.0004130543736222754,0.726690680085315,0.6896641803345485,6.278275855980153,0.0009151003435957349,6184.0
CELH,0.000553721274881278,0.6192352862563328,0.5814381457487957,3.1711360832409374,0.0012262162399534907,6277.0
CF,0.0003492424875055925,0.42978393218690636,0.5549716171828009,22.33829947698193,0.0005036712328805247,3422.0
CFG,0.0006904614948688236,0.31224064270868684,0.6525082981607336,22.56397056749141,0.0006186883420875143,5238.0
CFLT,0.00036581026894066715,0.6576814105823097,0.6111701512524518,4.865755626326937,0.000931993927169521,6119.0
CG,0.0003951356927918181,0.4775846136794987,0.5984250898765151,11.990187213293348,0.0006433870105564114,5852.0
CGNX,0.00024109447583072616,0.6038560311232066,0.5155155696686181,10.806096732962132,0.0005643576367926968,5000.0
CGON,0.0004915623654543016,0.31832233909191965,0.23442267256978033,1.9056720860648255,0.0009758608622395867,474.0
CHD,0.00036364457221123254,0.3609857512266648,0.5766224087670045,81.78083902776324,0.0003828198433339599,5031.0
CHDN,0.0002848179290961924,0.4173832925566052,0.3745765737322816,7.982914696043068,0.00046393523619031563,4331.0
CHK,0.00025598026892697373,0.5391380867029507,0.5898003700000745,16.66435926762062,0.0006027512566042327,1404.0
CHKP,0.00025688202239035584,0.5262551627982149,0.4503689770859146,15.299238107666064,0.0004194671122160292,4514.0
CHRD,0.00023647373403991288,0.5016039318810243,0.47161047000241846,10.272114279409525,0.0005198973882638395,5338.0
