symbol,rmse,pearson_corr,spearman_corr,avg_confidence,avg_vol,n_observations
A,0.00048191238578670903,0.35030304596827416,0.5762597362844686,22.39636954714349,0.0004969657669055347,5698.0
AA,0.0004255889368683873,0.5578233337210247,0.611399844983213,5.972342475139297,0.0008300330592661186,5856.0
AAL,0.0003355986852281803,0.6236190667355507,0.5793115986858797,5.892960245248259,0.0008085689526192608,6211.0
AAOI,0.0008711110162415275,0.6903413006011404,0.666499737773807,0.9963632051669372,0.0020665761386094903,4093.0
AAON,0.000813389513506289,0.275814643786653,0.4216635439002811,3.741549231579016,0.0006439784695356671,3446.0
AAP,0.00035074713524977454,0.5721158707088434,0.5975266824175208,4.947457234476515,0.0008759040634796915,386.0
AAPL,0.00016614172233461285,0.6551527176102788,0.666778730736492,114.31761532068478,0.0004041895850858029,6339.0
AAXJ,0.00010384998721586327,0.6631838749021224,0.6279658087692126,140.6190436411712,0.0002808244533993708,708.0
ABBV,0.00026261748782864763,0.46866996500736213,0.6184841283318055,95.28542373470987,0.00043724580031246913,6268.0
ABNB,0.00021321566594495307,0.6635047500190345,0.6283355365563229,30.1629698559017,0.0005771820598243767,6272.0
ABT,0.00023969196124312456,0.4519415873701586,0.6013192600076814,137.6958311445411,0.0003856196919389539,6282.0
ACAD,0.00038615298554700296,0.45461605190003784,0.4145429755491026,3.4771276564260742,0.0010156597704478831,523.0
ACGL,0.0001609889043753528,0.698157488210085,0.6331851200766851,71.23938092539315,0.0004248255524804597,6072.0
ACHC,0.0005945469546616811,0.6320705281817358,0.5529518050093166,4.1578137105924915,0.0008566589941335945,5116.0
ACHR,0.00120504476611859,0.7243654586048035,0.7379262425884466,0.5899844720025738,0.002885136827331305,1968.0
ACI,0.000565723211228386,0.36470013630457904,0.4799998763662883,9.342399405890331,0.0006392417301377146,1186.0
ACIW,0.0016799734191337498,0.10441550203979308,0.48835209225687304,7.782688336114625,0.0006220736586008209,4070.0
ACLS,0.00041745891804220714,0.5926316261339428,0.536053348495788,3.3390191969397156,0.0008196602823843898,4629.0
ACLX,0.0006068900173747976,0.5316967546156691,0.4043232787856097,1.7060109297891815,0.001036938409362727,3519.0
ACMR,0.000582175583926596,0.6110318479017603,0.514664074070195,2.1847229644825177,0.001256632662967089,631.0
ACN,0.0002730736468944255,0.5493033856642688,0.6077984825451028,72.64912386875554,0.0004081634598549302,5963.0
ACVA,0.0003534874490973007,0.474151617902182,0.42361958263992827,3.9857437636447726,0.000800831420733412,277.0
ACWI,0.00012365247473265344,0.6111722485878898,0.6859590444601238,241.98704716901148,0.00023197267716617575,5856.0
ADBE,0.00018427284189617625,0.6602624410769402,0.6290251615980952,59.41249592100022,0.0004840384265609838,6293.0
ADI,0.00022593313881833266,0.6573137626242478,0.6254178037792042,25.086346302161164,0.0005718855457755488,6234.0
ADM,0.00022207948028210442,0.5680699347502353,0.5762749800512855,39.41874824385682,0.0004916850426289684,2956.0
ADMA,0.000474801480874486,0.7100914099952379,0.6197328678495312,3.2556498082469165,0.001146194667941025,5832.0
ADP,0.0001436376455751357,0.5603464175060471,0.5598385829659004,127.69690385857174,0.00031643214621168676,5903.0
ADSK,0.00019896996709386255,0.5657076696758245,0.539419086918332,56.38730007617563,0.00042098079314849415,5917.0
AEE,0.0006911822433513547,0.21549619804737533,0.5742972850264616,72.19462731854267,0.0004100141498388312,327.0
AEM,0.00037680013479808334,0.4577174794642892,0.656632851360707,24.97513769594527,0.0005517587220956554,5145.0
AEO,0.0007750799422465915,0.39043569230965786,0.5476611105726359,5.1415614334516,0.0009149170356452307,1616.0
AEP,0.00013201043161460019,0.6963563365442457,0.633157174219275,136.16834485853042,0.0003828268633860683,6290.0
AER,0.0002055939174866935,0.5691976811178158,0.5724771138809498,9.93945775576086,0.000496969490652618,149.0
AES,0.0003570093501320368,0.5863294250387128,0.6002478322192021,6.270776895580996,0.0007668510491554334,4789.0
AFL,0.000644533937425305,0.2447071681913757,0.6554560838675166,114.85043862600239,0.0004044049818948499,6254.0
AFRM,0.0005467783817895505,0.6763972396546054,0.6498490537319812,2.552845641985565,0.0014189762133483999,6300.0
AGCO,0.0004027575547487086,0.3326482068366679,0.236172861319281,3.334776666429308,0.0009334855147811191,63.0
AGG,0.0010304155968996127,0.01712942117881584,0.45617828212929734,263.40765176000235,0.00018257355472039622,5010.0
AGIO,0.0006370689676389071,0.5124939366753478,0.5083761626590496,1.4393378133925558,0.0012048151441766133,1304.0
AGNC,0.0002562502603468684,0.48935673767372784,0.47095881070322576,9.274501777468524,0.0003357636625951061,5519.0
AI,0.0006659930948220523,0.7750534736824957,0.7477386924784039,1.6904224545038384,0.0017225552064783077,3133.0
AIG,0.0003192780075940965,0.4579180004282157,0.6160590179756829,53.20515131666314,0.0004891711375339348,6106.0
AJG,0.002337582541125054,0.07295997189777446,0.5129524733285417,36.241000805283605,0.00045438393430822014,5473.0
AKAM,0.00019877187136236975,0.6085184106069658,0.5871306378179432,67.23554317566443,0.0004499567807587741,6013.0
ALAB,0.0005599135954958342,0.62731285838036,0.6046031634114931,2.328183077621747,0.0013473149827138236,6121.0
ALB,0.000414311369254703,0.6122052507708424,0.5886156832787042,4.123778124877329,0.0009184698714918036,6039.0
ALC,0.0014097364775525747,0.14038825304705477,0.6043667804849425,58.29273350318738,0.0005140671106803229,1879.0
ALGM,0.0005311942824262803,0.5015954783637654,0.5137270703559601,3.3121619530203965,0.001080512933611839,3729.0
ALGN,0.000344314970662921,0.5452497463444548,0.4883589596957889,5.384745169724274,0.0006406136935358782,5525.0
ALK,0.0008029235715931675,0.2481444564507119,0.5675617388028866,6.826256269161128,0.0008096524487140584,753.0
ALKS,0.0004451687277433271,0.4048876583594318,0.461469674776573,6.676381725776088,0.0007067600836009779,5477.0
ALKT,0.00047924159368763414,0.3997406905316424,0.35222794759930753,3.295080926683214,0.0008314608283519242,900.0
ALL,0.0005899845822503665,0.28061836770957727,0.566571888063334,35.34631576865745,0.00043722869715366765,5541.0
ALLE,0.0006086704465436127,0.27079430369987667,0.47137973060192057,23.321464952488537,0.0004206962479831025,1455.0
ALLY,0.0004701713642614936,0.6313014193479914,0.7075086881697557,9.318199956208652,0.0007829624774358309,1773.0
ALNY,0.0004014395112920166,0.4314079433223144,0.4447617887426321,5.058252596809517,0.0005945164906095892,4962.0
ALTM,0.0002729715048641864,0.11321854288453237,0.12491558632802004,7.800145635725577,9.330531597016178e-05,790.0
ALTR,0.001086748477722189,0.31531943257026335,0.690862110212491,95.09391990824618,0.000355240432233638,3815.0
ALV,0.0011825094590350537,0.1428091661565835,0.4916659932187986,11.584702465172441,0.000585996442756472,547.0
AMAT,0.0003423787892404005,0.6305594492838521,0.6923664565889313,19.742941827980786,0.0006951930973275544,6301.0
AMBA,0.00045165313108051097,0.5391993413385368,0.4984284909331128,2.3556313202322006,0.0009714327131214094,2137.0
AMCR,0.0004592908217540913,0.20141316033169554,0.2950703316800109,4.778339796222991,0.0004242256357027988,426.0
AMCX,0.0006294218312387691,0.5350503021269386,0.4086859075899962,1.122234837766683,0.0015207848087927054,347.0
AMD,0.0002706572591443458,0.6735297047037976,0.6773174948979421,15.588108400657964,0.0007379954374636658,6347.0
AME,0.0005848411114258174,0.24803892638936742,0.5428235040383347,57.040478831777705,0.00037494469773496615,4637.0
AMED,0.00021714971452322038,0.3021458789862024,0.34061522252353316,63.4324465107697,0.0001944544078642421,1350.0
AMGN,0.0002645165842413203,0.6389137493842709,0.57827548305402,51.82197059770849,0.00046184408606333494,6122.0
AMKR,0.0004424301558023085,0.53860149301714,0.6064483691859371,5.3891582655619725,0.0008201669128895309,4440.0
AMP,0.0017214363049601062,0.07565879343822517,0.5099335221985788,24.81311787128253,0.000420039605467893,4876.0
AMSC,0.001126837435001908,0.5583842364599253,0.6395215078008081,0.7817542286528284,0.0020255850444044887,788.0
AMT,0.000504443303115829,0.3623603242107199,0.5782059978956584,35.15984454293805,0.0004867921882495575,5873.0
AMTM,0.001575033677687187,0.15910451030698394,0.3040079314507423,0.9870352423788777,0.001616282626381118,359.0
AMWD,0.00038664187857915123,0.31840153464992504,0.21946360389613417,2.176028617497148,0.0005969417426951464,377.0
AMZN,0.00018757144128737528,0.6901261676551934,0.6541917063039374,55.104365668114426,0.0005220896993924398,6340.0
AN,0.0024036713524599783,0.15125557062130948,0.3490680071893448,4.303755984677897,0.0008981879452472999,231.0
ANDE,0.001389296702244832,0.009599030832208318,0.3234779818665996,2.7751958997626054,0.0006586284570845247,323.0
ANET,0.0002820315669706717,0.6659093000281716,0.6552347603655773,11.549089139372656,0.0006507018528466692,6010.0
ANF,0.0005569211628049391,0.543639735968693,0.592318060642973,3.2280008895706866,0.000983394537073929,5624.0
ANSS,0.0002636300184109301,0.41614946441181205,0.45273161801581596,12.238729471348806,0.0004088251256110856,4871.0
AON,0.0004516197890531303,0.30936633751026144,0.4939779145713767,48.568379049854414,0.00035663466169013074,5197.0
AOS,0.0005160317071402828,0.25024637828234003,0.5074146938604683,16.96346139300401,0.000514166129354542,314.0
AOSL,0.001780812998380642,0.6155298606239041,0.6276398131371156,0.7190672340512227,0.0020650199259192666,697.0
APA,0.0003162480911046282,0.5656935076739322,0.5632348081997611,8.326188000593284,0.0007515701495599776,6285.0
APD,0.0003365581857687931,0.3850713234739168,0.4851916584294595,41.75022629301262,0.0003905381153321123,5468.0
APH,0.0003335370614218508,0.47175011169162023,0.6320134698084563,58.26149932274624,0.000509375710300133,6227.0
APLD,0.001036382464817097,0.644665161406349,0.6337436633000861,0.6914113643746901,0.002599186645801387,6025.0
APLS,0.0005584142219202268,0.6159192829820157,0.5227010980996287,2.29798320288168,0.0012347369646514687,5479.0
APO,0.0010294611066784735,0.25478096476965784,0.6544598346751815,18.673908432961216,0.0006952905233274759,6087.0
APP,0.00046379121661076157,0.7706604558600739,0.759127801542033,4.183018327393161,0.0012043061154328315,6261.0
APPF,0.00036161999846499984,0.5063761377140892,0.4153372415892733,4.766476995711188,0.0005153786284366764,2858.0
APTV,0.0004728388401522878,0.5011630495801769,0.6376495677393939,10.459510842933081,0.0007197327536600567,6112.0
AR,0.0004115798095222284,0.4863594599970804,0.5552627888896978,6.828342802178413,0.0007628193438293975,613.0
ARBE,0.003135788721762617,0.16024222798031174,0.26568507422582527,0.04684302077736128,0.005851505847873098,195.0
ARCB,0.00027453048130623276,0.5034356737599133,0.46022207685588074,3.1526179605600784,0.0005361757570258184,49.0
ARCC,0.0001366525463839035,0.46704867446509113,0.47345105252997294,81.7291706152271,0.00024921272776893275,4881.0
ARCH,0.0020239046541567006,0.176616733529326,0.3576322092147255,2.8671273410320284,0.0009819303817566816,120.0
ARE,0.0003688083046245493,0.37985692076510263,0.5074737746764924,14.011842018388407,0.0005170883095097835,3734.0
ARES,0.0014466120140942222,0.19421861831977916,0.5317277882411965,10.797940270815404,0.000599235834803328,4918.0
ARGX,0.0006873197455411435,0.2391534296614828,0.41868115238188536,6.874113936703523,0.0005544289504527058,3893.0
ARKB,0.00046085643575393407,0.5091619739010276,0.4947534174991999,4.8137137361812,0.0009948237962729605,1797.0
ARKK,0.00025727697205770676,0.7200673314943331,0.7204977572128789,22.418269056397655,0.0006673411964550796,6241.0
ARM,0.0003672701082091607,0.7496892958325402,0.7208128585685836,5.613859915134399,0.0009541654102863209,6287.0
ARRY,0.0007718572018377224,0.5974251160835917,0.5995554075162111,0.8907157116854341,0.0021053835161759923,677.0
ARWR,0.0005266467107822569,0.5785326615334744,0.5877147680621896,1.6570759136949478,0.0013601134737504178,647.0
AS,0.0014122523342913662,0.219686486394531,0.5743636465241305,2.9836541781445596,0.0011327244926017989,237.0
ASAN,0.0006984058717142988,0.6143366469969378,0.6388777930423436,1.566319167243768,0.001757523573534338,483.0
ASHR,0.0005206862314757175,0.41003353162684075,0.7877083316114843,80.52514273100077,0.0003484871967824187,3538.0
ASML,0.00043677848304914715,0.5970390739180349,0.6744000374033283,27.242794019423414,0.0005990632904010662,6219.0
ASND,0.0005142121235317402,0.5364924410674725,0.46001224409203967,2.1909182050360014,0.0008211660964035579,1663.0
ASO,0.0003421590036548442,0.7133953711455,0.5831685579412452,5.839480542378585,0.000790815916111159,5694.0
ASPI,0.001979878873039488,0.40910902661686604,0.4266067360456964,0.2690944409391488,0.00361100338488519,336.0
ASTS,0.001015885769428985,0.6550565298481464,0.6766175588018901,1.1385786064478987,0.002153725152307543,6270.0
ATAT,0.0003754841811477277,0.7071705440333101,0.6258927397618109,4.874848161401937,0.0008370599674015606,556.0
ATI,0.0013833911431171957,0.30589911487041993,0.5429033010784907,4.217482202078985,0.001015138005249756,207.0
ATO,0.00025462534867624605,0.33375530425015143,0.5340460447082732,55.86966319721439,0.00033271443623405757,347.0
AU,0.000561199336882031,0.3690119190917438,0.5993749941981182,8.990955116007003,0.0007072055909181695,1742.0
AUR,0.0009454645753977917,0.5968897588128397,0.5620134296134965,1.0348787458873348,0.0019456000486244805,4915.0
AVAV,0.00045992350643506695,0.6060627724199167,0.5820833908354351,2.9725885257199858,0.000855255165566875,4771.0
AVB,0.001000839109871611,0.19599294524903707,0.5204677010711275,27.51811708059929,0.0004393839804630443,2871.0
AVGO,0.000326220329644935,0.7336781942589014,0.7330357791119323,11.546034804767702,0.0008618479926956647,6337.0
AVT,0.00042805956691495704,0.37094030006857287,0.5246602281103285,20.010171251545707,0.0004897654437633127,2780.0
AVTR,0.0005525042421440062,0.3215037007737477,0.5610422874254613,10.388082409015038,0.0006498766685327909,1788.0
AVY,0.00023153344645403836,0.42280498504531955,0.39463112269111467,13.948143674112925,0.0003898558484280236,856.0
AWK,0.0005292753391885634,0.2892968101541711,0.5624190251288623,38.79511128414964,0.000410432519772689,3408.0
AXON,0.00030592913508192766,0.739358280145195,0.6284376518196161,10.398070755317764,0.0006146673847762531,5536.0
AXP,0.00021476551554453616,0.5972176201300066,0.6446758202045328,58.95191076863889,0.0004583757791026132,6178.0
AXSM,0.000516042517544957,0.5273908195025372,0.4717702253500699,2.3654894648744915,0.0009016859991681102,2938.0
AYI,0.005412713653794311,0.084175943584883,0.5277790813193541,5.558375536941865,0.0009214311092109443,657.0
AZN,0.00023854121954081266,0.49563079564047735,0.6072362793995769,175.06932257854317,0.0003403578529082526,6225.0
AZO,0.0017460803018302217,0.11509838471920514,0.46326697120157734,9.694265141828701,0.0005272757605692845,4509.0
AZPN,0.00030315582022379155,0.45915784389443914,0.45267403008910306,12.251518780864126,0.0003935054644090805,3654.0
