symbol,rmse_original,rmse_scaled,spearman_corr,avg_confidence,avg_target,n_observations,n_unique_preds
AVGO,0.000326220329644935,0.000330468437254712,0.7330357791119323,11.546034804767702,0.0008618479926956647,6337.0,1600.0
AVT,0.00042805956691495704,0.0004292765935364118,0.5246602281103285,20.010171251545707,0.0004897654437633127,2780.0,892.0
AVTR,0.0005525042421440062,0.0005534066873152934,0.5610422874254613,10.388082409015038,0.0006498766685327909,1788.0,643.0
AVY,0.00023153344645403836,0.00023556373503618542,0.39463112269111467,13.948143674112925,0.0003898558484280236,856.0,358.0
AWK,0.0005292753391885634,0.000527726143934981,0.5624190251288623,38.79511128414964,0.000410432519772689,3408.0,931.0
AXON,0.00030592913508192766,0.00031209079787749205,0.6284376518196161,10.398070755317764,0.0006146673847762531,5536.0,1561.0
AXP,0.00021476551554453616,0.00021363948400674593,0.6446758202045328,58.95191076863889,0.0004583757791026132,6178.0,1387.0
AXSM,0.000516042517544957,0.0005254760881864811,0.4717702253500699,2.3654894648744915,0.0009016859991681102,2938.0,1015.0
AYI,0.005412713653794311,0.005409287814440605,0.5277790813193541,5.558375536941865,0.0009214311092109443,657.0,292.0
AZN,0.00023854121954081266,0.00023940524865879363,0.6072362793995769,175.06932257854317,0.0003403578529082526,6225.0,1087.0
AZO,0.0017460803018302217,0.0017445845717390977,0.46326697120157734,9.694265141828701,0.0005272757605692845,4509.0,1065.0
AZPN,0.00030315582022379155,0.00030522490193424137,0.45267403008910306,12.251518780864126,0.0003935054644090805,3654.0,1046.0
AZTA,0.000655242409271061,0.0006602519656861863,0.39450879963252616,3.649258350176596,0.0007607431821367704,2038.0,732.0
B,0.005157154031047508,0.005156586386417801,0.43254948459420056,148.80483529767918,0.00044241437004845463,262.0,101.0
BA,0.000300361850680982,0.0003049153807888171,0.6588878367192318,16.45036199689384,0.0006943258851578103,6305.0,1491.0
BABA,0.00017889207247094992,0.00018481762989755828,0.7599286776374765,99.64810610436676,0.00047530352798659124,6315.0,1560.0
BAC,0.00020592204002634087,0.00020573507238889508,0.6266480865631351,92.61707934739334,0.0004423925399767821,6301.0,1332.0
BAH,0.0006385096776825902,0.0006368314387009909,0.6538727627904034,15.283365378517539,0.000594387352235773,3826.0,1245.0
BALL,0.0002081461008347382,0.000211502029621982,0.5493463907293353,15.303725237431733,0.0005652428562467533,460.0,213.0
BANF,0.0003290665228909676,0.00035882173215881795,0.16988998922538992,2.357635292544294,0.0004080250174194455,134.0,60.0
BAX,0.0004842051179302583,0.0004842250321203742,0.5454715094489637,22.60220300308857,0.0005626315514951263,2533.0,839.0
BBIO,0.0005425111681048128,0.0005514385626858154,0.5805911291280141,2.4379631443458614,0.001227796196875247,4691.0,1318.0
BBWI,0.0005027191328066134,0.0005078783520053776,0.5407891845984055,4.975142905669829,0.0009036795104098983,5057.0,1275.0
BBY,0.0003147639968191091,0.00031601200508600525,0.5996800882009179,23.241185854966925,0.0005729178414537746,6116.0,1383.0
BCS,0.00025237593573839616,0.0002523984625237183,0.561535396779348,6.946022257833424,0.0005905037874493407,334.0,149.0
BDX,0.0003789331358262265,0.00037732581365090086,0.54518266928067,47.16967850239012,0.0004228257790856849,5625.0,1200.0
BE,0.0008304296692862958,0.0008362152964283157,0.5928598708379933,1.29148167648253,0.001915937297075672,1738.0,655.0
BEAM,0.0006862469660534986,0.0006896539832615096,0.5204255465151975,1.3013436445440323,0.0014717751601107693,563.0,268.0
BECN,0.0008608267421783692,0.0008630921899021971,0.46637512655242547,4.815959212526676,0.0006209173945257114,4637.0,1240.0
BEKE,0.000475263201028616,0.0004927134638242701,0.7649507390495325,4.950529515757461,0.0010241912095622118,4458.0,1449.0
BEN,0.00037182264200798974,0.0003829109913160686,0.36741041764610033,7.485319649154817,0.000623314763294106,199.0,96.0
BERY,0.001079894618918372,0.0010795836717617984,0.5086201912717683,12.816471390641494,0.0005766816941619276,692.0,303.0
BG,0.0002200490190821291,0.0002243305219959388,0.5730690712660864,23.448869947333744,0.00046757052689201694,1444.0,545.0
BGC,0.0003947823666042454,0.00039867527890361773,0.4451631482245303,3.84325154705759,0.0007859441301553548,429.0,198.0
BGNE,0.0004331017031011688,0.0004424093852174769,0.44320052920292324,3.091884534848157,0.0006406559751760788,2917.0,965.0
